location,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
36 W Randolph St IL 60601,41.884696999999996,-87.629165,1.0,rooftop,36.0,W Randolph St,,,Chicago,IL,Cook County,60601,US,Cook
201 N Clark St IL 60601,41.886061,-87.63069,1.0,rooftop,201.0,N Clark St,,,Chicago,IL,Cook County,60601,US,City of Chicago
233 N Michigan Ave IL 60601,41.887121,-87.623273,1.0,rooftop,233.0,N Michigan Ave,,,Chicago,IL,Cook County,60601,US,City of Chicago
115 N Wabash Ave IL 60602,41.883545,-87.625736,1.0,rooftop,115.0,N Wabash Ave,,,Chicago,IL,Cook County,60602,US,Cook
119 N Wabash Ave IL 60602,41.883437,-87.626075,1.0,range_interpolation,119.0,N Wabash Ave,,,Chicago,IL,Cook County,60602,US,TIGER/Line® dataset from the US Census Bureau
105 W Madison St IL 60602,41.881782,-87.631249,1.0,rooftop,105.0,W Madison St,,,Chicago,IL,Cook County,60602,US,City of Chicago
23 S Clark St IL 60603,41.881302000000005,-87.63101400000001,0.9,range_interpolation,23.0,S Clark St,,,Chicago,IL,Cook County,60603,US,TIGER/Line® dataset from the US Census Bureau
186 W Adams St IL 60603,41.879385,-87.633753,1.0,range_interpolation,186.0,W Adams St,,,Chicago,IL,Cook County,60603,US,TIGER/Line® dataset from the US Census Bureau
20 E Jackson Blvd Ste 600 IL 60604,41.878405,-87.626811,1.0,rooftop,20.0,E Jackson Blvd,Ste,600,Chicago,IL,Cook County,60604,US,City of Chicago
230 S State St IL 60604,41.878735,-87.627842,1.0,range_interpolation,230.0,S State St,,,Chicago,IL,Cook County,60604,US,TIGER/Line® dataset from the US Census Bureau
111 W Jackson Blvd IL 60604,41.877857,-87.63130600000001,1.0,rooftop,111.0,W Jackson Blvd,,,Chicago,IL,Cook County,60604,US,City of Chicago
1400 S Lake Shore Dr IL 60605,41.86638,-87.616674,1.0,rooftop,1400.0,S Lake Shore Dr,,,Chicago,IL,Cook County,60605,US,City of Chicago
225 S Canal St IL 60606,41.878985,-87.639735,0.9,range_interpolation,225.0,S Canal St,,,Chicago,IL,Cook County,60606,US,TIGER/Line® dataset from the US Census Bureau
29 N Wacker Dr IL 60606,41.882855,-87.636522,1.0,rooftop,29.0,N Wacker Dr,,,Chicago,IL,Cook County,60606,US,City of Chicago
233 W Jackson Blvd IL 60606,41.877894,-87.634958,1.0,rooftop,233.0,W Jackson Blvd,,,Chicago,IL,Cook County,60606,US,Cook
1201 W Lake St IL 60607,41.885215,-87.657379,1.0,rooftop,1201.0,W Lake St,,,Chicago,IL,Cook County,60607,US,City of Chicago
2438 W Cermak Rd IL 60608,41.852668,-87.687467,1.0,rooftop,2438.0,W Cermak Rd,,,Chicago,IL,Cook County,60608,US,City of Chicago
1664 S Blue Island Ave IL 60608,41.858433000000005,-87.660967,1.0,rooftop,1664.0,S Blue Island Ave,,,Chicago,IL,Cook County,60608,US,Cook
3020 S Halsted St IL 60608,41.839194,-87.646982,1.0,rooftop,3020.0,S Halsted St,,,Chicago,IL,Cook County,60608,US,Cook
4158 S Ashland Ave IL 60609,41.817993,-87.665849,1.0,rooftop,4158.0,S Ashland Ave,,,Chicago,IL,Cook County,60609,US,City of Chicago
5070 S Wentworth Ave IL 60609,41.802665999999995,-87.631151,0.82,nearest_rooftop_match,5032.0,S Wentworth Ave,,,Chicago,IL,Cook County,60609,US,City of Chicago
2929 S Ellis Ave IL 60609,41.842090999999996,-87.61377399999999,0.9,range_interpolation,2929.0,S Ellis Ave,,,Chicago,IL,Cook County,60616,US,TIGER/Line® dataset from the US Census Bureau
1454 W 47th St IL 60609,41.808914,-87.66220200000001,1.0,rooftop,1454.0,W 47th St,,,Chicago,IL,Cook County,60609,US,City of Chicago
5057 S Wentworth Ave IL 60609,41.801202,-87.63004699999999,0.81,nearest_rooftop_match,5101.0,S Wentworth Ave,,,Chicago,IL,Cook County,60609,US,Cook
600 N Clark St IL 60610,41.893091,-87.631507,1.0,rooftop,600.0,N Clark St,,,Chicago,IL,Cook County,60610,US,City of Chicago
1563 N Wells St IL 60610,41.911004,-87.63439699999999,1.0,rooftop,1563.0,N Wells St,,,Chicago,IL,Cook County,60610,US,Cook
600 E Grand Ave IL 60611,41.89443,-87.621527,1.0,rooftop,600.0,E Grand Ave,,,Chicago,IL,Cook County,60611,US,City of Chicago
845 N Michigan Ave IL 60611,41.898191,-87.622913,1.0,rooftop,845.0,N Michigan Ave,,,Chicago,IL,Cook County,60611,US,Cook
645 N Mcclurg Ct IL 60611,41.89385,-87.617597,1.0,range_interpolation,645.0,N McClurg Ct,,,Chicago,IL,Cook County,60611,US,TIGER/Line® dataset from the US Census Bureau
405 N Wabash Ave IL 60611,41.889825,-87.62598299999999,1.0,rooftop,405.0,N Wabash Ave,,,Chicago,IL,Cook County,60611,US,City of Chicago
700 N Michigan Ave IL 60611,41.895409,-87.624934,1.0,rooftop,700.0,N Michigan Ave,,,Chicago,IL,Cook County,60611,US,City of Chicago
2725 W Washington Blvd IL 60612,41.882637,-87.694973,1.0,rooftop,2725.0,W Washington Blvd,,,Chicago,IL,Cook County,60612,US,City of Chicago
23 N Western Ave IL 60612,41.881833,-87.685994,1.0,rooftop,23.0,N Western Ave,,,Chicago,IL,Cook County,60612,US,City of Chicago
3620 N Clark St IL 60613,41.947708,-87.657327,1.0,rooftop,3620.0,N Clark St,,,Chicago,IL,Cook County,60613,US,City of Chicago
2402 N Lincoln Ave IL 60614,41.925632,-87.649505,1.0,rooftop,2402.0,N Lincoln Ave,,,Chicago,IL,Cook County,60614,US,Cook
2400 N Lincoln Ave IL 60614,41.925662,-87.649514,1.0,rooftop,2400.0,N Lincoln Ave,,,Chicago,IL,Cook County,60614,US,City of Chicago
2635 N Clark St IL 60614,41.930774,-87.643295,1.0,rooftop,2635.0,N Clark St,,,Chicago,IL,Cook County,60614,US,City of Chicago
1737 W Fullerton Ave IL 60614,41.924789000000004,-87.671953,1.0,rooftop,1737.0,W Fullerton Ave,,,Chicago,IL,Cook County,60614,US,City of Chicago
2300 N Childrens Plz IL 60614,41.925049,-87.64759699999999,0.6,street_center,,N Childrens Plz,,,Chicago,IL,Cook County,60614,US,TIGER/Line® dataset from the US Census Bureau
5200 S Lake Park Ave IL 60615,41.800737,-87.588068,1.0,rooftop,5200.0,S Lake Park Ave,,,Chicago,IL,Cook County,60615,US,City of Chicago
1344 E 53rd St IL 60615,41.799646,-87.592972,1.0,range_interpolation,1344.0,E 53rd St,,,Chicago,IL,Cook County,60615,US,TIGER/Line® dataset from the US Census Bureau
70 E Garfield Blvd IL 60615,41.794940000000004,-87.622959,1.0,rooftop,70.0,E Garfield Blvd,,,Chicago,IL,Cook County,60615,US,City of Chicago
2301 S Lake Shore Dr IL 60616,41.850635,-87.616147,1.0,rooftop,2301.0,S Lake Shore Dr,,,Chicago,IL,Cook County,60616,US,City of Chicago
2525 S King Dr IL 60616,41.847107,-87.617486,0.9,range_interpolation,2525.0,S King Dr,,,Chicago,IL,Cook County,60616,US,TIGER/Line® dataset from the US Census Bureau
207 E 35th St IL 60616,41.83081,-87.621347,1.0,rooftop,207.0,E 35th St,,,Chicago,IL,Cook County,60616,US,City of Chicago
8871 S Kingston Ave IL 60617,41.733847999999995,-87.563608,1.0,rooftop,8871.0,S Kingston Ave,,,Chicago,IL,Cook County,60617,US,City of Chicago
9211 S Commercial Ave IL 60617,41.727945,-87.550814,1.0,rooftop,9211.0,S Commercial Ave,,,Chicago,IL,Cook County,60617,US,City of Chicago
1951 E 95th St IL 60617,41.72215,-87.57622099999999,1.0,rooftop,1951.0,E 95th St,,,Chicago,IL,Cook County,60617,US,City of Chicago
4047 E 106th St IL 60617,41.702444,-87.525098,1.0,rooftop,4047.0,E 106th St,,,Chicago,IL,Cook County,60617,US,City of Chicago
2608 W Addison St IL 60618,41.947557,-87.693626,1.0,rooftop,2608.0,W Addison St,,,Chicago,IL,Cook County,60618,US,City of Chicago
3615 W Irving Park Rd IL 60618,41.953549,-87.718354,1.0,rooftop,3615.0,W Irving Park Rd,,,Chicago,IL,Cook County,60618,US,Cook
3601 W Irving Park Rd IL 60618,41.953433000000004,-87.718202,1.0,rooftop,3601.0,W Irving Park Rd,,,Chicago,IL,Cook County,60618,US,City of Chicago
29 E 87th St IL 60619,41.736087,-87.622928,1.0,rooftop,29.0,E 87th St,,,Chicago,IL,Cook County,60619,US,City of Chicago
7800 S Cottage Grove Ave IL 60619,41.752882,-87.605631,1.0,rooftop,7800.0,S Cottage Grove Ave,,,Chicago,IL,Cook County,60619,US,City of Chicago
371 E 79th St IL 60619,41.750886,-87.61546700000001,1.0,rooftop,371.0,E 79th St,,,Chicago,IL,Cook County,60619,US,City of Chicago
1443 E 87th St IL 60619,41.736615,-87.588879,1.0,rooftop,1443.0,E 87th St,,,Chicago,IL,Cook County,60619,US,City of Chicago
7601 S Vincennes Ave IL 60620,41.755793,-87.63216800000001,1.0,rooftop,7601.0,S Vincennes Ave,,,Chicago,IL,Cook County,60620,US,City of Chicago
8321 S Ashland Ave IL 60620,41.742495,-87.66275999999999,1.0,rooftop,8321.0,S Ashland Ave,,,Chicago,IL,Cook County,60620,US,City of Chicago
7832 S Western Ave IL 60620,41.751278000000006,-87.68332,1.0,rooftop,7832.0,S Western Ave,,,Chicago,IL,Cook County,60620,US,Cook
6900 S Lafayette Ave IL 60621,41.768299,-87.627099,1.0,rooftop,6900.0,S Lafayette Ave,,,Chicago,IL,Cook County,60621,US,City of Chicago
2001 W Chicago Ave IL 60622,41.895699,-87.677219,1.0,rooftop,2001.0,W Chicago Ave,,,Chicago,IL,Cook County,60622,US,City of Chicago
2005 W Chicago Ave IL 60622,41.89567,-87.677483,1.0,rooftop,2005.0,W Chicago Ave,,,Chicago,IL,Cook County,60622,US,City of Chicago
2609 S Kedzie Ave IL 60623,41.844077,-87.704679,1.0,rooftop,2609.0,S Kedzie Ave,,,Chicago,IL,Cook County,60623,US,City of Chicago
4334 W 26th St IL 60623,41.844429999999996,-87.732263,1.0,rooftop,4334.0,W 26th St,,,Chicago,IL,Cook County,60623,US,City of Chicago
4048 W Madison St IL 60624,41.881113,-87.727923,1.0,rooftop,4048.0,W Madison St,,,Chicago,IL,Cook County,60624,US,City of Chicago
3200 W Roosevelt Rd IL 60624,41.866725,-87.70616600000001,1.0,rooftop,3200.0,W Roosevelt Rd,,,Chicago,IL,Cook County,60624,US,Cook
4546 N Kedzie Ave IL 60625,41.964102000000004,-87.70869499999999,1.0,rooftop,4546.0,N Kedzie Ave,,,Chicago,IL,Cook County,60625,US,City of Chicago
4844 N Lincoln Ave IL 60625,41.969876,-87.689662,1.0,rooftop,4844.0,N Lincoln Ave,,,Chicago,IL,Cook County,60625,US,City of Chicago
3154 W Foster Ave IL 60625,41.975984999999994,-87.708115,1.0,rooftop,3154.0,W Foster Ave,,,Chicago,IL,Cook County,60625,US,City of Chicago
3855 W Lawrence Ave IL 60625,41.968024,-87.72483199999999,1.0,rooftop,3855.0,W Lawrence Ave,,,Chicago,IL,Cook County,60625,US,City of Chicago
6740 N Clark St IL 60626,42.004793,-87.673161,1.0,rooftop,6740.0,N Clark St,,,Chicago,IL,Cook County,60626,US,Cook
11724 S Halsted St IL 60628,41.680606,-87.642487,1.0,rooftop,11724.0,S Halsted St,,,Chicago,IL,Cook County,60628,US,City of Chicago
9560 S Halsted St IL 60628,41.720073,-87.643559,1.0,rooftop,9560.0,S Halsted St,,,Chicago,IL,Cook County,60628,US,City of Chicago
36 W 95th St IL 60628,41.721432,-87.624685,0.89,nearest_rooftop_match,30.0,W 95th St,,,Chicago,IL,Cook County,60628,US,City of Chicago
11421 S Halsted St IL 60628,41.686521,-87.64189499999999,1.0,rooftop,11421.0,S Halsted St,,,Chicago,IL,Cook County,60628,US,Cook
600 E 115th St IL 60628,41.685726,-87.607672,1.0,rooftop,600.0,E 115th St,,,Chicago,IL,Cook County,60628,US,City of Chicago
5733 S Kedzie Ave IL 60629,41.788886,-87.703079,1.0,rooftop,5733.0,S Kedzie Ave,,,Chicago,IL,Cook County,60629,US,City of Chicago
6737 S Pulaski Rd IL 60629,41.770049,-87.722239,1.0,rooftop,6737.0,S Pulaski Rd,,,Chicago,IL,Cook County,60629,US,Cook
4946 N Milwaukee Ave IL 60630,41.970672,-87.76365,1.0,rooftop,4946.0,N Milwaukee Ave,,,Chicago,IL,Cook County,60630,US,City of Chicago
3867 S Archer Ave IL 60632,41.823351,-87.688602,1.0,rooftop,3867.0,S Archer Ave,,,Chicago,IL,Cook County,60632,US,City of Chicago
5253 S Pulaski Rd IL 60632,41.797071,-87.72256800000001,1.0,rooftop,5253.0,S Pulaski Rd,,,Chicago,IL,Cook County,60632,US,City of Chicago
5656 W Irving Park Rd IL 60634,41.953472999999995,-87.769052,1.0,rooftop,5656.0,W Irving Park Rd,,,Chicago,IL,Cook County,60634,US,City of Chicago
3540 N Harlem Ave IL 60634,41.944513,-87.80726899999999,1.0,rooftop,3540.0,N Harlem Ave,,,Chicago,IL,Cook County,60634,US,Cook
6336 S Ashland Ave IL 60636,41.778067,-87.6646,1.0,rooftop,6336.0,S Ashland Ave,,,Chicago,IL,Cook County,60636,US,City of Chicago
6158 S Western Ave IL 60636,41.781452,-87.684099,1.0,rooftop,6158.0,S Western Ave,,,Chicago,IL,Cook County,60636,US,City of Chicago
6515 S Western Ave IL 60636,41.775059000000006,-87.683073,1.0,rooftop,6515.0,S Western Ave,,,Chicago,IL,Cook County,60636,US,City of Chicago
6355 S King Dr IL 60637,41.779852000000005,-87.615464,1.0,range_interpolation,6355.0,S King Dr,,,Chicago,IL,Cook County,60637,US,TIGER/Line® dataset from the US Census Bureau
6560 S Stony Island Ave IL 60637,41.775664,-87.586433,1.0,range_interpolation,6560.0,S Stony Island Ave,,,Chicago,IL,Cook County,60637,US,TIGER/Line® dataset from the US Census Bureau
1700 E 56th St Apt 3609 IL 60637,41.793816,-87.583221,1.0,rooftop,1700.0,E 56th St,Apt,3609,Chicago,IL,Cook County,60637,US,City of Chicago
4704 S Cicero Ave IL 60638,41.807396999999995,-87.743584,1.0,rooftop,4704.0,S Cicero Ave,,,Chicago,IL,Cook County,60638,US,City of Chicago
6720 W Archer Ave IL 60638,41.792475,-87.790076,1.0,rooftop,6720.0,W Archer Ave,,,Chicago,IL,Cook County,60638,US,City of Chicago
5700 S Cicero Ave IL 60638,41.787874,-87.741877,1.0,rooftop,5700.0,S Cicero Ave,,,Chicago,IL,Cook County,60638,US,Cook
6430 S Cicero Ave IL 60638,41.775657,-87.742593,1.0,rooftop,6430.0,S Cicero Ave,,,Chicago,IL,Cook County,60638,US,City of Chicago
6465 W Diversey Ave IL 60639,41.930683,-87.787754,0.8,rooftop,6465.0,W Diversey Ave,,,Chicago,IL,Cook County,60707,US,Cook
4601 W Diversey Ave IL 60639,41.931041,-87.742228,1.0,rooftop,4601.0,W Diversey Ave,,,Chicago,IL,Cook County,60639,US,City of Chicago
2754 N Narragansett Ave IL 60639,41.930395000000004,-87.78582800000001,1.0,range_interpolation,2754.0,N Narragansett Ave,,,Chicago,IL,Cook County,60639,US,TIGER/Line® dataset from the US Census Bureau
4605 W Diversey Ave IL 60639,41.931442,-87.741968,1.0,range_interpolation,4605.0,W Diversey Ave,,,Chicago,IL,Cook County,60639,US,TIGER/Line® dataset from the US Census Bureau
2350 N Central Ave IL 60639,41.92369,-87.766705,1.0,rooftop,2350.0,N Central Ave,,,Chicago,IL,Cook County,60639,US,City of Chicago
2317 N Cicero Ave IL 60639,41.92301,-87.745891,1.0,rooftop,2317.0,N Cicero Ave,,,Chicago,IL,Cook County,60639,US,City of Chicago
5133 W North Ave IL 60639,41.909665000000004,-87.754712,1.0,range_interpolation,5133.0,W North Ave,,,Chicago,IL,Cook County,60639,US,TIGER/Line® dataset from the US Census Bureau
4338 W North Ave IL 60639,41.910087,-87.735192,1.0,rooftop,4338.0,W North Ave,,,Chicago,IL,Cook County,60639,US,City of Chicago
1004 W Wilson Ave IL 60640,41.965577,-87.654922,1.0,range_interpolation,1004.0,W Wilson Ave,,,Chicago,IL,Cook County,60640,US,TIGER/Line® dataset from the US Census Bureau
5130 N Sheridan Rd IL 60640,41.976231,-87.655346,1.0,rooftop,5130.0,N Sheridan Rd,,,Chicago,IL,Cook County,60640,US,Cook
3548 N Cicero Ave IL 60641,41.945763,-87.747477,1.0,rooftop,3548.0,N Cicero Ave,,,Chicago,IL,Cook County,60641,US,City of Chicago
4320 N Cicero Ave IL 60641,41.959374,-87.747928,1.0,rooftop,4320.0,N Cicero Ave,,,Chicago,IL,Cook County,60641,US,Cook
3560 N Cicero Ave IL 60641,41.945861,-87.747405,1.0,rooftop,3560.0,N Cicero Ave,,,Chicago,IL,Cook County,60641,US,Cook
4038 W Belmont Ave IL 60641,41.939341,-87.72903199999999,1.0,rooftop,4038.0,W Belmont Ave,,,Chicago,IL,Cook County,60641,US,City of Chicago
W 95th St IL 60643,41.700272999999996,-87.663267,0.33,place,,,,,Chicago,IL,Cook County,60643,US,TIGER/Line® dataset from the US Census Bureau
1651 W 95th St IL 60643,41.721067,-87.6648,1.0,range_interpolation,1651.0,W 95th St,,,Chicago,IL,Cook County,60643,US,TIGER/Line® dataset from the US Census Bureau
5015 W Madison St IL 60644,41.880094,-87.75083199999999,1.0,rooftop,5015.0,W Madison St,,,Chicago,IL,Cook County,60644,US,City of Chicago
5624 W Roosevelt Rd IL 60644,41.866513,-87.765367,1.0,rooftop,5624.0,W Roosevelt Rd,,,Chicago,IL,Cook County,60644,US,City of Chicago
6900 N Western Ave IL 60645,42.006976,-87.690505,1.0,rooftop,6900.0,N Western Ave,,,Chicago,IL,Cook County,60645,US,City of Chicago
3122 W Touhy Ave IL 60645,42.012163,-87.707674,1.0,rooftop,3122.0,W Touhy Ave,,,Chicago,IL,Cook County,60645,US,City of Chicago
6125 N Milwaukee Ave IL 60646,41.993078000000004,-87.783153,1.0,rooftop,6125.0,N Milwaukee Ave,,,Chicago,IL,Cook County,60646,US,City of Chicago
3245 W North Ave IL 60647,41.90982,-87.708268,0.89,nearest_rooftop_match,3241.0,W North Ave,,,Chicago,IL,Cook County,60647,US,Cook
2707 N Milwaukee Ave IL 60647,41.930527000000005,-87.709498,1.0,range_interpolation,2707.0,N Milwaukee Ave,,,Chicago,IL,Cook County,60647,US,TIGER/Line® dataset from the US Census Bureau
1951 N Western Ave IL 60647,41.917215999999996,-87.68718299999999,1.0,rooftop,1951.0,N Western Ave,,,Chicago,IL,Cook County,60647,US,Cook
2101k E 71st St IL 60649,41.765011,-87.573941,1.0,rooftop,2101.0,E 71st St,,,Chicago,IL,Cook County,60649,US,Cook
2101 E 71st St IL 60649,41.765011,-87.573941,1.0,rooftop,2101.0,E 71st St,,,Chicago,IL,Cook County,60649,US,Cook
2425 E 79th St IL 60649,41.751503,-87.565427,1.0,rooftop,2425.0,E 79th St,,,Chicago,IL,Cook County,60649,US,City of Chicago
3601 W Grand Ave IL 60651,41.90227,-87.717253,1.0,rooftop,3601.0,W Grand Ave,,,Chicago,IL,Cook County,60651,US,City of Chicago
5153 W Chicago Ave IL 60651,41.894709000000006,-87.75524899999999,1.0,rooftop,5153.0,W Chicago Ave,,,Chicago,IL,Cook County,60651,US,City of Chicago
7601 S Cicero Ave IL 60652,41.755323,-87.740572,1.0,rooftop,7601.0,S Cicero Ave,,,Chicago,IL,Cook County,60652,US,Cook
8415 S Pulaski Rd IL 60652,41.739965999999995,-87.72122399999999,1.0,rooftop,8415.0,S Pulaski Rd,,,Chicago,IL,Cook County,60652,US,City of Chicago
740 E 47th St IL 60653,41.809835,-87.607155,1.0,rooftop,740.0,E 47th St,,,Chicago,IL,Cook County,60653,US,City of Chicago
222 Merchandise Mart Plz Ste 105a IL 60654,41.888083,-87.636185,0.9,range_interpolation,222.0,W Merchandise Mart Plz,Ste,105A,Chicago,IL,Cook County,60654,US,TIGER/Line® dataset from the US Census Bureau
350 N Orleans St IL 60654,41.887567,-87.63614100000001,1.0,range_interpolation,350.0,N Orleans St,,,Chicago,IL,Cook County,60654,US,TIGER/Line® dataset from the US Census Bureau
10320 S Kedzie Ave IL 60655,41.705569,-87.701643,1.0,rooftop,10320.0,S Kedzie Ave,,,Chicago,IL,Cook County,60655,US,Cook
5461 N East River Rd Apt 107 IL 60656,41.978328000000005,-87.844814,0.9,rooftop,5461.0,NE River Rd,Apt,107,Chicago,IL,Cook County,60656,US,Cook
4550 N Cumberland Ave IL 60656,41.962655,-87.83716,1.0,rooftop,4550.0,N Cumberland Ave,,,Chicago,IL,Cook County,60656,US,City of Chicago
2834 N Ashland Ave IL 60657,41.933608,-87.668904,1.0,rooftop,2834.0,N Ashland Ave,,,Chicago,IL,Cook County,60657,US,Cook
3241 W Peterson Ave IL 60659,41.990066999999996,-87.710678,1.0,rooftop,3241.0,W Peterson Ave,,,Chicago,IL,Cook County,60659,US,City of Chicago
6536 N Sheridan Rd IL 60660,41.998607,-87.660191,0.9,range_interpolation,6536.0,N Sheridan Rd,,,Chicago,IL,Cook County,60660,US,TIGER/Line® dataset from the US Census Bureau
6231 N Broadway St IL 60660,41.99556,-87.65996700000001,1.0,rooftop,6231.0,N Broadway St,,,Chicago,IL,Cook County,60660,US,Cook
1831 W Devon Ave IL 60660,41.997775,-87.676285,1.0,rooftop,1831.0,W Devon Ave,,,Chicago,IL,Cook County,60660,US,Cook
5614 N Clark St IL 60660,41.983967,-87.669315,1.0,rooftop,5614.0,N Clark St,,,Chicago,IL,Cook County,60660,US,City of Chicago
555 W Madison St IL 60661,41.881603000000005,-87.64165,1.0,rooftop,555.0,W Madison St,,,Chicago,IL,Cook County,60661,US,Cook
500 W Madison St IL 60661,41.88239,-87.640472,1.0,rooftop,500.0,W Madison St,,,Chicago,IL,Cook County,60661,US,Cook
10000 W O'Hare Ave IL 60666,41.850033,-87.650052,0.23,place,,,,,Amf Ohare,IL,Cook County,60666,US,TIGER/Line® dataset from the US Census Bureau
10000 W O'Hare Ave IL 60666,41.850033,-87.650052,0.23,place,,,,,Amf Ohare,IL,Cook County,60666,US,TIGER/Line® dataset from the US Census Bureau
10000 West O'Hare Ave IL 60666,41.850033,-87.650052,0.16,place,,,,,Amf Ohare,IL,Cook County,60666,US,TIGER/Line® dataset from the US Census Bureau
10000 W O'Hare Ave IL 60666,41.850033,-87.650052,0.23,place,,,,,Amf Ohare,IL,Cook County,60666,US,TIGER/Line® dataset from the US Census Bureau
10000 W O'Hare Ave IL 60666,41.850033,-87.650052,0.23,place,,,,,Amf Ohare,IL,Cook County,60666,US,TIGER/Line® dataset from the US Census Bureau
10000 W O'Hare Ave IL 60666,41.850033,-87.650052,0.23,place,,,,,Amf Ohare,IL,Cook County,60666,US,TIGER/Line® dataset from the US Census Bureau
10000 W O'Hare Ave IL 60666,41.850033,-87.650052,0.23,place,,,,,Amf Ohare,IL,Cook County,60666,US,TIGER/Line® dataset from the US Census Bureau
5600 Mannheim Rd Ste 3 IL 60666,41.916447999999995,-87.883964,0.5,street_center,,Mannheim Rd,Ste,3,Melrose Park,IL,Cook County,60164,US,TIGER/Line® dataset from the US Census Bureau
2707 E Sauk Trl IL 60411,41.492028999999995,-87.554789,1.0,range_interpolation,2707.0,E Sauk Trl,,,Sauk Village,IL,Cook County,60411,US,TIGER/Line® dataset from the US Census Bureau
[100-129] S Halsted St IL 60411,41.531557,-87.635825,1.0,range_interpolation,100.0,S Halsted St,,,Chicago Heights,IL,Cook County,60411,US,TIGER/Line® dataset from the US Census Bureau
2707 E Sauk Trl IL 60411,41.492028999999995,-87.554789,1.0,range_interpolation,2707.0,E Sauk Trl,,,Sauk Village,IL,Cook County,60411,US,TIGER/Line® dataset from the US Census Bureau
[100-129] S Halsted St IL 60411,41.531557,-87.635825,1.0,range_interpolation,100.0,S Halsted St,,,Chicago Heights,IL,Cook County,60411,US,TIGER/Line® dataset from the US Census Bureau
5500 W Cermak Rd IL 60804,41.850934,-87.761448,1.0,range_interpolation,5500.0,W Cermak Rd,,,Cicero,IL,Cook County,60804,US,TIGER/Line® dataset from the US Census Bureau
2827 S Cicero Ave IL 60804,41.840633000000004,-87.743249,0.8,rooftop,2827.0,Cicero Ave,,,Cicero,IL,Cook County,60804,US,Cook
5500 W Cermak Rd IL 60804,41.850934,-87.761448,1.0,range_interpolation,5500.0,W Cermak Rd,,,Cicero,IL,Cook County,60804,US,TIGER/Line® dataset from the US Census Bureau
2827 S Cicero Ave IL 60804,41.840633000000004,-87.743249,0.8,rooftop,2827.0,Cicero Ave,,,Cicero,IL,Cook County,60804,US,Cook
Belt Line Rd IL 62234,38.691462,-89.99068100000001,1.0,street_center,,Belt Line Rd,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
503 Belt Line Rd IL 62234,38.690855,-89.975375,1.0,range_interpolation,503.0,Belt Line Rd,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
520 Ramada Blvd IL 62234,38.677981,-90.011486,1.0,range_interpolation,520.0,Ramada Blvd,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
848 S Morrison Ave IL 62234,38.660957,-89.983466,1.0,range_interpolation,848.0,S Morrison Ave,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
Belt Line Rd IL 62234,38.691462,-89.99068100000001,1.0,street_center,,Belt Line Rd,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
503 Belt Line Rd IL 62234,38.690855,-89.975375,1.0,range_interpolation,503.0,Belt Line Rd,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
520 Ramada Blvd IL 62234,38.677981,-90.011486,1.0,range_interpolation,520.0,Ramada Blvd,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
848 S Morrison Ave IL 62234,38.660957,-89.983466,1.0,range_interpolation,848.0,S Morrison Ave,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
7617 Us Highway 14 IL 60012,42.248611,-88.346748,0.9,range_interpolation,7617.0,US Hwy 14,,,Crystal Lake,IL,McHenry County,60012,US,TIGER/Line® dataset from the US Census Bureau
S Virginia St IL 60014,42.239504,-88.340523,1.0,street_center,,S Virginia St,,,Crystal Lake,IL,McHenry County,60014,US,TIGER/Line® dataset from the US Census Bureau
230 N Il Route 31 IL 60014,42.243772,-88.323986,0.22,place,,,,,Crystal Lake,IL,McHenry County,60014,US,TIGER/Line® dataset from the US Census Bureau
551 Crystal Point Dr IL 60014,42.225503,-88.311357,1.0,rooftop,551.0,Crystal Point Dr,,,Crystal Lake,IL,McHenry County,60014,US,Mchenry
7617 Us Highway 14 IL 60012,42.248611,-88.346748,0.9,range_interpolation,7617.0,US Hwy 14,,,Crystal Lake,IL,McHenry County,60012,US,TIGER/Line® dataset from the US Census Bureau
S Virginia St IL 60014,42.239504,-88.340523,1.0,street_center,,S Virginia St,,,Crystal Lake,IL,McHenry County,60014,US,TIGER/Line® dataset from the US Census Bureau
230 N Il Route 31 IL 60014,42.243772,-88.323986,0.22,place,,,,,Crystal Lake,IL,McHenry County,60014,US,TIGER/Line® dataset from the US Census Bureau
551 Crystal Point Dr IL 60014,42.225503,-88.311357,1.0,rooftop,551.0,Crystal Point Dr,,,Crystal Lake,IL,McHenry County,60014,US,Mchenry
109 S Gilbert St IL 61832,40.119597,-87.636332,1.0,range_interpolation,109.0,S Gilbert St,,,Danville,IL,Vermilion County,61832,US,TIGER/Line® dataset from the US Census Bureau
